"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"328058","3.44702881","1.84E-6","0.29010491","0.2","6","10","false","11099","92.5","6","0","0","0.81176701","false","0","11099","10726","0.18733062"
"328061","3.78413866","0.0","0.26426093","1.0","4","10","false","10218","86.5","3","0","0","0.78583549","false","1","10218","0","0.63138686"
"328064","3.06272509","5.875E-5","0.32650661","0.1","20","9","false","54093","192.55","20","0","0","0.84132884","false","0","54093","553146","0.08839614"
"328068","3.36997299","8.274E-5","0.29673828","0.30718954","18","10","false","159195","46.27777778","18","0","0","0.81769439","false","0","159195","240152","0.07348243"
"328069","3.51470588","3.227E-5","0.28451883","0.39215686","20","10","false","29082","24.61111111","19","0","0","0.80656109","false","1","29082","110386","0.08468364"
"328071","3.14270708","1.0615E-4","0.31819701","0.03623188","24","9","false","10726","113.5","24","0","0","0.83517638","false","0","10726","538560","0.06784284"
"328078","3.98379352","4.25E-6","0.25101703","0.16666667","6","10","false","3048","20.25","5","0","0","0.77047742","false","1","3048","8056","0.25649351"
"328085","3.47433974","1.6108E-4","0.28782447","0.77205882","17","9","false","1607","66.82352941","17","0","0","0.80966617","false","0","1607","694408","0.12128342"
"328088","3.60984394","1.314E-5","0.27702029","0.05555556","9","10","false","140258","55.66666667","9","0","0","0.79924277","false","0","140258","37058","0.12672811"
"328092","4.14540816","7.06E-6","0.24123077","0.04761905","7","10","false","25884","14.0","7","0","0","0.75804553","false","0","25884","36560","0.25549451"
"328099","3.71263505","2.39E-6","0.26935047","0.13333333","6","10","false","30844","66.0","6","0","0","0.79133577","false","0","30844","13004","0.22565865"
"328102","3.55582233","5.92E-6","0.2812289","0.26666667","6","9","false","27134","67.0","6","0","0","0.80339828","false","0","27134","22840","0.18063063"
"328105","3.20610744","6.76E-5","0.31190471","0.33251232","29","9","false","51692","90.89655172","29","0","0","0.83029943","false","0","51692","291620","0.0683428"
"328108","3.59971489","7.44E-6","0.27779978","0.14285714","8","9","false","285672","58.75","8","0","0","0.80002193","false","0","285672","22648","0.14070048"
"328111","3.32382953","2.3154E-4","0.30085779","0.15692308","28","10","false","22934","42.11538462","27","0","0","0.82124388","false","1","22934","807340","0.05290285"
"328113","3.15366146","1.236E-5","0.31709174","0.60833333","16","9","false","58512","213.4375","16","0","0","0.83433373","false","0","58512","105300","0.12636915"
"328117","3.71661164","3.27E-6","0.26906228","0.0","6","10","false","26750","41.25","5","0","0","0.79102987","false","1","26750","9212","0.25474684"
"328121","3.78676471","6.3E-7","0.26407767","0.0","2","10","false","155006","97.5","2","0","0","0.78563348","false","0","155006","1484","0.5"
"328131","3.58335834","7.9E-7","0.27906782","0.0","2","9","false","10180","145.5","2","0","0","0.80128013","false","0","10180","3274","0.50173611"
"328139","3.98814526","1.37E-6","0.25074312","0.77777778","9","10","false","23057","14.77777778","9","0","0","0.77014267","false","0","23057","6948","0.24225865"
"328145","3.53061224","6.4307E-4","0.28323699","0.3047619","15","9","false","9334","33.13333333","15","0","0","0.80533752","false","0","9334","1895030","0.08661417"
"328147","4.43659964","0.0","0.22539785","0.0","1","10","false","29078","7.0","1","0","0","0.73564618","false","0","29078","0","0.0"
"328154","3.30882353","5.81E-6","0.30222222","0.57142857","8","9","false","51008","140.625","8","0","0","0.82239819","false","0","51008","36674","0.15255157"
"328158","3.45648259","1.5113E-4","0.28931145","0.0","3","9","false","5268","200.66666667","3","0","0","0.8110398","false","0","5268","531878","0.33956916"
"328161","3.18915066","2.501E-5","0.31356311","0.18681319","14","9","false","83743","155.21428571","14","0","0","0.8316038","false","0","83743","113810","0.09461344"
"328164","3.39623349","6.616E-5","0.29444383","0.01515152","12","10","false","760","55.08333333","12","0","0","0.81567435","false","0","760","271078","0.09385813"
"328167","3.26898259","7.21E-6","0.30590558","0.0952381","7","9","false","51807","203.42857143","7","0","0","0.82546288","false","0","51807","61708","0.17593855"
"328176","3.59093637","1.132E-5","0.2784789","0.0","8","9","false","26098","43.25","8","0","0","0.8006972","false","0","26098","34492","0.13286164"
"328178","3.43817527","2.2E-7","0.29085196","0.66666667","4","10","false","26092","153.5","4","0","0","0.81244806","false","0","26092","2458","0.27909091"
"328180","3.08808523","1.6423E-4","0.32382526","0.02380952","28","9","false","9921","112.64285714","28","0","0","0.83937806","false","0","9921","1014992","0.05868149"
"328183","3.24294718","4.657E-5","0.30836148","0.11538462","15","9","false","7936","125.61538462","14","0","0","0.8274656","false","1","7936","201470","0.09202489"
"328185","3.44710384","6.604E-5","0.2900986","0.18382353","17","9","false","9646","36.23529412","17","0","0","0.81176124","false","0","9646","170860","0.07196118"
"328187","3.56737695","8.52E-6","0.28031801","0.23809524","7","9","false","10288","77.42857143","7","0","0","0.80250947","false","0","10288","35496","0.16917293"
"328193","3.33988595","1.5908E-4","0.29941142","0.08974359","13","9","false","55178","110.23076923","13","0","0","0.82000877","false","0","55178","685116","0.11591149"
"328199","3.57292917","0.0","0.2798824","1.0","2","10","false","80243","227.0","2","0","0","0.80208237","false","0","80243","0","0.55365854"
"328204","3.30987395","1.478E-5","0.30212631","0.62153846","26","9","false","7764","65.42307692","26","0","0","0.82231739","false","0","7764","102686","0.07835099"
"328213","3.4239946","4.209E-5","0.29205654","0.07575758","12","10","false","1040","46.58333333","12","0","0","0.81353888","false","0","1040","167730","0.10240741"
"328215","3.56940276","3.862E-5","0.28015891","0.44852941","19","10","false","51652","29.94117647","18","0","0","0.80235363","false","1","51652","112748","0.09148322"
"328223","4.08155762","6.1E-7","0.2450045","0.2","5","10","false","5161","11.8","5","0","0","0.76295711","false","0","5161","3550","0.27804878"
"328228","3.55259604","8.41E-6","0.2814843","0.0","4","9","false","149483","183.0","4","0","0","0.80364646","false","0","149483","53784","0.30536913"
"328238","3.79194178","1.234E-5","0.26371713","0.06666667","6","9","false","8788","22.83333333","6","0","0","0.78523525","false","0","8788","37846","0.17454068"
"328243","3.39270708","6.265E-5","0.29474988","0.33766234","24","10","false","1876","51.77272727","23","0","0","0.81594561","false","1","1876","224246","0.07248502"
"328244","3.37635054","3.575E-5","0.29617778","0.38596491","19","9","false","84108","58.42105263","19","0","0","0.8172038","false","0","84108","125872","0.07602339"
"328246","3.16018908","1.387E-5","0.31643676","0.22222222","11","9","false","3151","229.66666667","10","0","0","0.83383161","false","1","3151","119092","0.13729399"
"328253","4.19290216","1.5198E-4","0.23849829","0.16666667","4","8","false","2922","15.0","4","0","0","0.75439214","false","0","2922","762302","0.28431373"
"328254","3.27408463","6.7484E-4","0.30542888","0.05627706","24","8","false","4225","98.54545455","23","0","0","0.82507041","false","1","4225","3565790","0.09687108"
"328259","3.58710984","9.874E-5","0.27877596","0.12087912","16","8","false","5624","32.64285714","15","0","0","0.80099155","false","1","5624","321596","0.08797197"
"328261","3.31422569","8.907E-5","0.3017296","0.21904762","15","9","false","145946","152.26666667","15","0","0","0.82198264","false","0","145946","663794","0.12661111"
"328263","3.6415066","3.1E-6","0.27461161","0.0","5","10","false","8139","53.4","5","0","0","0.79680718","false","0","8139","9638","0.2096"
"328267","3.69305222","2.65E-6","0.27077873","0.5","4","9","false","6782","99.5","4","0","0","0.79284214","false","0","6782","18886","0.32434641"
"328275","3.21781212","4.666E-5","0.31077016","0.08187135","19","9","false","546","90.94736842","19","0","0","0.82939907","false","0","546","205180","0.07191452"
"328279","3.05507203","6.1524E-4","0.32732452","0.06448203","46","9","false","834","64.93181818","45","0","0","0.84191754","false","1","834","2260336","0.03495653"
"328285","3.15433673","2.13E-5","0.31702386","0.63405797","24","9","false","9987","157.95833333","24","0","0","0.83428179","false","0","9987","118254","0.10471927"
"328288","3.69380252","1.9E-7","0.27072373","0.0","2","10","false","54756","81.0","2","0","0","0.79278442","false","0","54756","1306","0.50632911"
"328301","3.93817527","0.0","0.25392471","1.0","2","10","false","28971","39.5","2","0","0","0.77398652","false","0","28971","0","0.51298701"
"328310","1.0","0.0","1.0","1.0","8","1","false","222537","8.0","8","0","0","1.0","false","0","222537","0","1.0"
"328312","3.5902611","0.0","0.27853127","1.0","2","9","false","646","184.0","2","0","0","0.80074915","false","0","646","0","0.51253482"
"328314","3.64683373","8.2E-7","0.27421047","0.0","3","10","false","23253","72.0","3","0","0","0.79639741","false","0","23253","3306","0.34634146"
"328317","4.23221789","3.0169E-4","0.23628273","0.35555556","10","10","false","11041","13.6","10","0","0","0.75136785","false","0","11041","945200","0.34358974"
"328320","3.02986194","5.337E-5","0.33004804","0.1038961","22","9","false","4659","163.86363636","22","0","0","0.84385677","false","0","4659","417994","0.06830508"
"328335","3.21338535","8.44E-6","0.31119828","0.2","6","9","false","23384","259.0","6","0","0","0.82973959","false","0","23384","38864","0.19231722"
"328341","3.40741297","4.969E-5","0.29347778","0.14285714","7","9","false","685","117.42857143","7","0","0","0.81481439","false","0","685","194274","0.17159639"
"328345","3.87297419","1.89E-6","0.2581995","0.0","2","9","false","55219","91.5","2","0","0","0.77900199","false","0","55219","5680","0.50277778"
"328349","3.33178271","4.12E-6","0.30013962","0.13333333","6","9","false","147179","185.83333333","6","0","0","0.8206321","false","0","147179","29718","0.18441128"
"328355","3.07330432","3.567E-4","0.32538268","0.02333333","25","9","false","1627","117.56","25","0","0","0.84051505","false","0","1627","1408382","0.05540502"
"328359","3.97876651","0.0","0.25133418","0.0","1","10","false","55015","78.0","1","0","0","0.77086411","false","0","55015","0","0.0"
"328361","3.52948679","2.46E-6","0.28332731","0.2","5","9","false","57099","83.0","5","0","0","0.80542409","false","0","57099","12314","0.23872832"
"328364","3.42707083","7.374E-5","0.29179438","0.04395604","14","9","false","3484","45.35714286","14","0","0","0.81330224","false","0","3484","281782","0.09154519"
"328369","3.61832233","1.382E-5","0.27637118","0.04761905","7","10","false","56997","77.0","7","0","0","0.79859059","false","0","56997","58832","0.15729013"
"328375","3.41371549","1.211E-5","0.29293595","0.0","7","9","false","51296","179.57142857","7","0","0","0.81432958","false","0","51296","144128","0.19388863"
"328378","3.22914166","1.9711E-4","0.30967982","0.06666667","25","9","false","10667","117.64","25","0","0","0.82852756","false","0","10667","1180172","0.08271186"
"328382","3.37417467","6.62E-6","0.29636877","0.07142857","8","9","false","25780","149.125","8","0","0","0.81737118","false","0","25780","40152","0.1974734"
"328386","3.21623649","1.0504E-4","0.31092241","0.03508772","19","9","false","51534","76.10526316","19","0","0","0.82952027","false","0","51534","400712","0.06266911"
"328388","3.78406363","7.7E-7","0.26426617","0.33333333","3","10","false","131118","37.0","3","0","0","0.78584126","false","0","131118","4584","0.33950617"
"328389","3.55259604","3.586E-5","0.2814843","0.01818182","11","10","false","51025","45.27272727","11","0","0","0.80364646","false","0","51025","98526","0.09478581"
"328391","3.64683373","2.17E-6","0.27421047","0.16666667","4","9","false","28952","60.75","4","0","0","0.79639741","false","0","28952","7818","0.26777778"
"328393","3.40216086","1.07E-5","0.29393084","0.31111111","10","10","false","135112","94.9","10","0","0","0.8152184","false","0","135112","65390","0.16418685"
"328404","3.4232443","4.464E-5","0.29212055","0.02222222","10","9","false","1131","57.6","10","0","0","0.81359659","false","0","1131","140256","0.10777989"
"328408","3.57518007","1.415E-5","0.27970619","0.0","5","10","false","10330","113.8","5","0","0","0.80190923","false","0","10330","46866","0.23647799"
"328411","3.49302221","1.67E-6","0.28628504","0.16666667","4","10","false","51070","130.5","4","0","0","0.80822906","false","0","51070","8776","0.26156942"
"328413","3.56197479","6.42E-6","0.28074314","0.26666667","6","9","false","3236","72.33333333","6","0","0","0.80292502","false","0","3236","31898","0.19148936"
"328415","3.43682473","9.64E-6","0.29096625","0.3047619","15","10","false","286826","47.73333333","15","0","0","0.81255194","false","0","286826","59634","0.09602694"
"328426","3.35939376","5.86E-6","0.29767276","0.2","10","9","false","23158","93.4","10","0","0","0.81850817","false","0","23158","34446","0.12413333"
"328431","3.36772209","1.322E-5","0.29693662","0.20512821","13","9","false","8672","85.61538462","13","0","0","0.81786753","false","0","8672","70822","0.10877021"
"328449","3.84056122","9.0E-8","0.26037861","0.0","3","10","false","55761","72.33333333","3","0","0","0.78149529","false","0","55761","832","0.44863732"
"328457","3.93472389","1.2027E-4","0.25414744","0.4","5","10","false","64785","21.8","5","0","0","0.77425201","false","0","64785","442732","0.25952381"
"328459","4.00862845","9.1E-7","0.24946188","0.5","5","8","false","7056","23.6","5","0","0","0.76856704","false","0","7056","2958","0.25652174"
"328462","3.38385354","1.2E-5","0.29552106","0.02777778","11","9","false","7453","87.55555556","10","0","0","0.81662665","false","1","7453","55652","0.12019083"
"328466","3.5865096","2.53E-6","0.27882262","0.0","4","9","false","8544","74.0","4","0","0","0.80103772","false","0","8544","9384","0.26353791"
"328471","3.79516807","1.99E-6","0.26349294","0.0","2","9","false","56142","96.0","2","0","0","0.78498707","false","0","56142","7700","0.5026455"
"328472","3.81445078","2.84E-6","0.26216094","0.2","7","9","false","5649","25.0","6","0","0","0.78350379","false","1","5649","9898","0.21769912"
"328476","3.7892407","0.0","0.26390511","1.0","3","9","false","128821","229.0","3","0","0","0.78544302","false","0","128821","0","0.56127451"
"328492","3.19980492","7.704E-5","0.31251905","0.30065359","18","9","false","8531","129.72222222","18","0","0","0.83078424","false","0","8531","333724","0.09253968"
"328497","3.87897659","1.039E-5","0.25779996","0.0","3","9","false","50615","35.66666667","3","0","0","0.77854026","false","0","50615","41464","0.34323432"
"328504","3.11569628","3.085E-5","0.32095555","0.13333333","10","9","false","2909","237.7","10","0","0","0.83725413","false","0","2909","252636","0.12861789"
"328509","3.54486795","6.38E-6","0.28209796","0.0","5","10","false","2747","145.33333333","4","0","0","0.80424093","false","1","2747","18292","0.33410494"
"328522","3.29456783","9.059E-5","0.30352995","0.33333333","10","9","false","9868","126.9","10","0","0","0.82349478","false","0","9868","347102","0.15011848"
"328529","4.00420168","1.5E-7","0.24973767","0.0","2","9","false","81493","24.5","2","0","0","0.76890756","false","0","81493","762","0.51086957"
"328531","3.49227191","4.26E-6","0.28634655","0.33333333","3","9","false","56165","227.66666667","3","0","0","0.80828678","false","0","56165","27002","0.38207283"
"328546","3.54081633","3.477E-5","0.28242075","0.01818182","13","8","false","6403","25.18181818","12","0","0","0.80455259","false","1","6403","116990","0.09745455"
"328553","3.85789316","2.64E-6","0.25920884","0.4","7","10","false","252884","27.2","6","0","0","0.78016206","false","1","252884","9364","0.23076923"
"328555","3.35204082","3.268E-5","0.29832572","0.12727273","11","9","false","29781","77.81818182","11","0","0","0.81907378","false","0","29781","112320","0.10099691"
"328566","3.34191176","1.91E-6","0.29922992","0.16666667","4","9","false","256364","257.0","4","0","0","0.81985294","false","0","256364","24252","0.28820225"
"328568","3.82195378","2.39E-6","0.26164628","0.0","5","10","false","51067","63.66666667","4","0","0","0.78292663","false","1","51067","6874","0.33511586"
"328573","3.58395858","8.73E-6","0.27902108","0.26666667","6","9","false","8927","66.83333333","6","0","0","0.80123396","false","0","8927","31738","0.17730496"
"328576","3.18780012","2.1512E-4","0.31369595","0.01960784","18","9","false","100","101.27777778","18","0","0","0.83170768","false","0","100","1008406","0.0686386"
"328581","3.23694478","1.642E-5","0.30893329","0.2","11","9","false","23640","157.18181818","11","0","0","0.82792732","false","0","23640","145502","0.13300948"
"328584","4.16056423","1.26E-6","0.24035202","0.4","5","10","false","3975","12.6","5","0","0","0.75687967","false","0","3975","3510","0.2625"
"328587","3.30514706","2.902E-5","0.3025584","0.08888889","10","9","false","27129","113.4","10","0","0","0.822681","false","0","27129","134560","0.11746362"
"328593","3.62590036","3.5E-7","0.27579357","0.0","2","10","false","5326","128.5","2","0","0","0.79800766","false","0","5326","1650","0.5"
"328595","3.72929172","8.145E-5","0.26814743","0.0952381","7","10","false","3821","40.85714286","7","0","0","0.79005448","false","0","3821","261426","0.18460535"
"328600","3.1069928","5.815E-5","0.32185462","0.16190476","15","9","false","64780","187.46666667","15","0","0","0.83792363","false","0","64780","299218","0.10159247"
"328605","3.31054922","7.808E-5","0.30206468","0.05555556","9","9","false","7071","139.55555556","9","0","0","0.82226544","false","0","7071","262034","0.14271047"
"328611","3.99797419","0.0","0.25012668","0.0","1","9","false","83460","249.0","1","0","0","0.7693866","false","0","83460","0","0.0"
"328618","3.72959184","1.73E-6","0.26812585","0.0","2","9","false","253558","97.0","2","0","0","0.7900314","false","0","253558","8000","0.5106383"
"328627","3.94365246","1.502E-4","0.25357204","0.16666667","6","10","false","2834","21.75","5","0","0","0.7735652","false","1","2834","504898","0.3125"
"328637","3.37019808","4.201E-5","0.29671846","0.37777778","12","9","false","4190","87.6","11","0","0","0.81767707","false","1","4190","159860","0.11792453"
"328639","3.55544718","7.0E-6","0.28125857","0.0","5","9","false","9973","171.66666667","4","0","0","0.80342714","false","1","9973","25116","0.33398565"
"328645","3.6310024","2.08E-6","0.27540604","0.06666667","6","9","false","2248","96.83333333","6","0","0","0.7976152","false","0","2248","17388","0.27013109"
"328647","4.1995048","1.3E-7","0.23812331","0.66666667","3","9","false","1297","18.0","3","0","0","0.75388425","false","0","1297","356","0.4"
"328648","3.75772809","1.718E-5","0.26611824","0.33333333","4","9","false","1311","47.25","4","0","0","0.78786707","false","0","1311","46848","0.2748538"
"328650","3.33861044","2.8916E-4","0.29952581","0.21578947","22","9","false","5743","48.7","21","0","0","0.82010689","false","1","5743","988034","0.06934097"
"328659","3.929997","6.95E-6","0.25445312","0.0","3","9","false","2030","97.33333333","3","0","0","0.77461562","false","0","2030","11440","0.36489899"
"328660","3.51065426","6.2495E-4","0.28484719","0.00504202","35","9","false","23786","14.25714286","35","0","0","0.80687275","false","0","23786","2277124","0.04110429"
"328665","3.57683073","5.1E-7","0.27957711","0.0","3","9","false","22843","104.33333333","3","0","0","0.80178225","false","0","22843","3272","0.3410341"
"328675","3.58921068","0.0","0.27861279","0.0","1","10","false","116224","369.0","1","0","0","0.80082995","false","0","116224","0","0.0"
"328678","3.37379952","1.717E-5","0.29640173","0.28888889","10","10","false","11277","89.4","10","0","0","0.81740004","false","0","11277","78648","0.13298507"
"328682","3.26080432","7.569E-5","0.3066728","0.06060606","12","9","false","9738","124.58333333","12","0","0","0.82609198","false","0","9738","348576","0.10754553"
"328684","3.59836435","1.624E-5","0.27790404","0.45454545","11","9","false","98","29.81818182","11","0","0","0.80012582","false","0","98","58448","0.12665113"
"328691","3.64548319","6.596E-5","0.27431206","0.27272727","13","10","false","55191","45.45454545","12","0","0","0.79650129","false","1","55191","204170","0.1039261"
"328693","3.51973289","1.9E-7","0.28411247","0.0","2","9","false","132671","220.5","2","0","0","0.80617439","false","0","132671","1240","0.50576037"
"328697","3.35069028","4.84E-6","0.29844597","0.0","2","9","false","22998","487.0","2","0","0","0.81917767","false","0","22998","31494","0.50414938"
"328703","3.95865846","0.0","0.25261083","0.0","1","9","false","124912","74.0","1","0","0","0.77241089","false","0","124912","0","0.0"
"328705","3.30844838","1.6249E-4","0.30225649","0.04347826","23","9","false","23181","44.60869565","23","0","0","0.82242705","false","0","23181","514976","0.05401522"
"328711","3.77468487","4.82E-5","0.26492278","0.23529412","17","10","false","51733","35.47058824","17","0","0","0.7865627","false","0","51733","207106","0.26038062"
"328715","3.34738896","3.276E-5","0.29874031","0.0","8","9","false","60314","109.125","8","0","0","0.81943162","false","0","60314","144904","0.13933634"
"328718","3.86404562","3.804E-5","0.25879612","0.0","5","10","false","10554","50.2","5","0","0","0.7796888","false","0","10554","106148","0.23428571"
"328719","3.66146459","2.86E-4","0.27311475","0.21052632","20","9","false","1375","15.75","20","0","0","0.79527195","false","0","1375","1094654","0.08742857"
"328724","3.62297419","0.0","0.27601632","0.0","1","10","false","100130892","290.0","1","0","0","0.79823275","false","0","100130892","0","0.0"
"328728","3.22921669","1.463E-5","0.30967262","0.46753247","22","9","false","128312","122.13636364","22","0","0","0.82852179","false","0","128312","96890","0.09406079"
"328733","3.40531212","1.882E-5","0.29365884","0.03571429","8","10","false","26525","89.75","8","0","0","0.81497599","false","0","26525","67602","0.1379845"
"328736","3.6310024","4.95E-6","0.27540604","0.0","5","10","false","200734","48.6","5","0","0","0.7976152","false","0","200734","16936","0.20695652"
"328747","3.45093037","3.5592E-4","0.28977693","0.06666667","18","10","false","57111","47.1875","17","0","0","0.81146689","false","1","57111","1200122","0.08600917"
"328751","2.93329832","7.3172E-4","0.34091316","0.11233766","58","9","false","5933","106.625","57","0","0","0.85128474","false","1","5933","3085796","0.03604061"
"328767","3.33485894","8.164E-5","0.29986276","0.10833333","16","9","false","131034","53.125","16","0","0","0.82039547","false","0","131034","321358","0.07381616"
"328771","3.87267407","2.3E-7","0.25821951","0.0","4","9","false","2251","35.0","4","0","0","0.77902507","false","0","2251","1986","0.37777778"
"328772","3.32705582","1.797E-4","0.30056604","0.01578947","22","9","false","2264","55.85","21","0","0","0.82099571","false","1","2264","736810","0.06484099"
"328774","3.55297119","6.36E-5","0.28145458","0.01169591","21","9","false","2870","24.10526316","20","0","0","0.8036176","false","1","2870","274584","0.06837475"
"328776","4.01778211","1.6E-7","0.24889354","0.0","2","10","false","80762","31.5","2","0","0","0.76786291","false","0","80762","852","0.51694915"
"328784","3.06144958","2.181E-4","0.32664265","0.08923077","26","9","false","4130","104.0","26","0","0","0.84142696","false","0","4130","819478","0.05170365"
"328793","3.41776711","1.211E-5","0.29258869","0.04545455","12","9","false","26051","87.83333333","12","0","0","0.81401791","false","0","26051","79732","0.10575758"
"328796","3.53976591","8.17E-6","0.28250456","0.06666667","6","9","false","7802","77.16666667","6","0","0","0.80463339","false","0","7802","27600","0.1997389"
"328807","3.54021609","8.83E-6","0.28246863","0.33333333","11","9","false","5789","36.22222222","10","0","0","0.80459876","false","1","5789","31216","0.13235294"
"328808","3.17106843","5.692E-5","0.31535113","0.23636364","13","9","false","5791","216.81818182","12","0","0","0.83299474","false","1","5791","192848","0.14236256"
"328814","4.46053421","0.0","0.22418839","0.0","1","11","false","57336","8.0","1","0","0","0.73380506","false","0","57336","0","0.0"
"328816","3.37102341","1.8E-7","0.29664582","0.66666667","4","9","false","55103","324.75","4","0","0","0.81761358","false","0","55103","5472","0.36612176"
"328818","3.8207533","0.0","0.26172849","1.0","4","10","false","57171","71.75","4","0","0","0.78301898","false","0","57171","0","0.35696517"
"328834","3.55214586","3.2E-6","0.28151997","0.46666667","8","10","false","3604","97.33333333","7","0","0","0.80368109","false","1","3604","7970","0.21592593"
"328835","3.57840636","0.0","0.27945401","1.0","3","10","false","8744","173.33333333","3","0","0","0.80166105","false","0","8744","0","0.40216551"
"328837","3.88205282","0.0","0.25759567","1.0","2","10","false","94032","73.0","2","0","0","0.77830363","false","0","94032","0","0.61864407"
"328847","3.55184574","7.19E-6","0.28154376","0.1","5","10","false","81794","121.8","5","0","0","0.80370417","false","0","81794","52628","0.33854749"
"328857","3.19672869","2.5875E-4","0.31281979","0.03809524","15","9","false","23139","127.06666667","15","0","0","0.83102087","false","0","23139","1009292","0.09002849"
"328864","3.87304922","7.5E-7","0.2581945","0.66666667","9","10","false","143187","20.44444444","9","0","0","0.77899621","false","0","143187","4132","0.24338624"
"328882","3.97846639","1.098E-5","0.25135314","0.15384615","13","9","false","10327","22.0","13","0","0","0.7708872","false","0","10327","41192","0.22144522"
"328885","3.51778211","3.0613E-4","0.28427002","0.05241935","34","10","false","2775","15.3125","33","0","0","0.80632445","false","1","2775","1401876","0.04702103"
"328886","4.13692977","2.25E-6","0.24172516","0.16666667","4","10","false","59340","30.5","4","0","0","0.75869771","false","0","59340","14118","0.32608696"
"328889","3.37830132","1.226E-5","0.29600675","0.0","3","9","false","10552","301.0","3","0","0","0.81705374","false","0","10552","33908","0.33519553"
"328893","3.63895558","4.14E-6","0.27480412","0.0","6","10","false","390","44.5","6","0","0","0.79700342","false","0","390","11702","0.17540323"
"328904","3.30469688","1.452E-5","0.30259961","0.58870968","32","9","false","6877","71.4375","32","0","0","0.82271562","false","0","6877","117726","0.06179715"
"328907","3.67857143","1.5406E-4","0.27184466","0.02777778","9","10","false","10955","45.55555556","9","0","0","0.79395604","false","0","10955","1005620","0.15387553"
"328910","3.60031513","1.5962E-4","0.27775346","0.19047619","7","9","false","1068","99.0","7","0","0","0.79997576","false","0","1068","988792","0.26215805"
"328913","3.91559124","0.0","0.25538927","0.0","1","10","false","219402","119.0","1","0","0","0.77572375","false","0","219402","0","0.0"
"328921","3.15763806","1.4471E-4","0.31669241","0.01185771","23","9","false","55698","77.52173913","23","0","0","0.83402784","false","0","55698","517688","0.05105731"
"328923","3.25510204","5.152E-5","0.30721003","0.07619048","17","9","false","7266","99.6","16","0","0","0.82653061","false","1","7266","207118","0.08259784"
"328928","3.76508103","4.05E-6","0.26559853","0.0","4","10","false","81617","50.75","4","0","0","0.78730146","false","0","81617","12004","0.2564433"
"328937","3.64773409","1.08E-6","0.27414279","0.0","3","10","false","307","76.33333333","3","0","0","0.79632815","false","0","307","4284","0.33481481"
"328939","3.3372599","1.6938E-4","0.29964702","0.07575758","14","9","false","5454","87.75","13","0","0","0.82021078","false","1","5454","599414","0.10303388"
"328947","3.43202281","1.662E-5","0.29137335","0.15151515","12","10","false","5116","63.58333333","12","0","0","0.81292132","false","0","5116","79812","0.11254448"
"328955","3.1377551","9.511E-5","0.31869919","0.04575163","18","9","false","5862","113.44444444","18","0","0","0.8355573","false","0","5862","414116","0.07430556"
"328961","3.64413265","2.3E-7","0.27441372","0.0","2","10","false","266697","170.0","2","0","0","0.79660518","false","0","266697","3586","0.51681957"
"328969","3.23904562","7.103E-5","0.30873292","0.10294118","19","8","false","2152","126.41176471","18","0","0","0.82776572","false","1","2152","366758","0.12327665"
"328973","3.50682773","7.4E-6","0.28515801","0.0","11","10","false","5593","52.55555556","10","0","0","0.8071671","false","1","5593","43680","0.1260527"
"328975","3.25945378","1.1537E-4","0.30679987","0.10666667","27","8","false","4811","53.16","26","0","0","0.82619586","false","1","4811","482930","0.05447071"
"328978","4.0317377","7.25E-6","0.24803201","0.0","6","10","false","5046","21.5","5","0","0","0.76678941","false","1","5046","15792","0.25"
"328985","3.26868247","1.1737E-4","0.30593366","0.22666667","25","9","false","26511","129.4","25","0","0","0.82548596","false","0","26511","871470","0.08335484"
"328990","3.6084934","7.5E-7","0.27712397","0.0","2","9","false","4285","170.0","2","0","0","0.79934666","false","0","4285","5408","0.50598802"
"328996","3.32870648","3.29E-5","0.300417","0.06666667","6","9","false","374","155.66666667","6","0","0","0.82086873","false","0","374","158088","0.1741573"
"328999","3.31002401","2.735E-5","0.30211261","0.15555556","10","9","false","79065","140.3","10","0","0","0.82230585","false","0","79065","224246","0.13920398"
"329005","3.29951981","1.8E-6","0.3030744","0.0","7","9","false","6362","183.28571429","7","0","0","0.82311386","false","0","6362","32366","0.18968337"
"329007","3.4992497","8.51E-6","0.28577555","0.08333333","9","9","false","10769","40.88888889","9","0","0","0.80775002","false","0","10769","27934","0.12188552"
"329011","3.06445078","1.5504E-4","0.32632275","0.08947368","20","9","false","23126","130.05","20","0","0","0.84119609","false","0","23126","695040","0.06372116"
"329018","3.8937575","0.0","0.25682133","0.0","1","9","false","78999","236.0","1","0","0","0.77740327","false","0","78999","0","0.0"
"329022","3.40808824","1.1E-7","0.29341963","0.8","6","9","false","2861","123.16666667","6","0","0","0.81476244","false","0","2861","986","0.23282924"
"329025","4.00652761","0.0","0.24959269","0.0","3","10","false","84868","35.0","2","0","0","0.76872865","false","1","84868","0","0.0"
"329030","3.17234394","3.957E-5","0.31522433","0.17857143","8","9","false","5027","261.0","8","0","0","0.83289662","false","0","5027","249524","0.16621492"
