"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"315707","3.14690876","9.79E-6","0.31777216","0.22794118","17","9","false","10661","166.94117647","17","0","0","0.83485317","false","0","10661","129898","0.12159437"
"315710","3.19492797","5.2884E-4","0.3129961","0.03697479","37","9","false","5080","55.42857143","36","0","0","0.83115939","false","1","5080","1840918","0.03999584"
"315711","3.45018007","3.043E-5","0.28983994","0.15441176","17","9","false","5316","31.0","17","0","0","0.81152461","false","0","5316","130586","0.07633922"
"315713","3.49759904","4.17E-6","0.28591042","0.1","5","10","false","23328","117.8","5","0","0","0.807877","false","0","23328","22514","0.20891266"
"315715","3.56047419","8.0E-8","0.28086147","0.94545455","11","9","false","352954","55.36363636","11","0","0","0.80304045","false","0","352954","636","0.16141002"
"315716","3.32653061","5.506E-5","0.3006135","0.43157895","20","9","false","83444","58.2","20","0","0","0.82103611","false","0","83444","187660","0.07264743"
"315718","3.21203481","3.1629E-4","0.31132913","0.05797101","24","8","false","23621","52.70833333","24","0","0","0.82984348","false","0","23621","941402","0.05178394"
"315720","3.59558824","3.49E-6","0.27811861","0.1","5","10","false","23038","78.2","5","0","0","0.80033937","false","0","23038","14568","0.20860215"
"315721","3.21113445","2.5841E-4","0.31141642","0.51950355","48","9","false","9439","66.875","48","0","0","0.82991273","false","0","9439","1169942","0.05536553"
"315724","3.43607443","1.18E-6","0.29102978","0.0","5","10","false","51651","185.33333333","4","0","0","0.81260966","false","1","51651","7946","0.3382263"
"315727","3.5270108","2.979E-5","0.28352621","0.12087912","16","10","false","1633","38.92857143","15","0","0","0.80561455","false","1","1633","111480","0.08806262"
"315729","3.00210084","5.204E-5","0.33310007","0.34285714","21","8","false","6840","192.0952381","21","0","0","0.84599224","false","0","6840","396274","0.07796073"
"315731","3.56752701","1.823E-4","0.28030622","0.17857143","8","9","false","10566","57.25","8","0","0","0.80249792","false","0","10566","558832","0.13669065"
"315735","3.242497","3.3951E-4","0.30840429","0.13012478","34","9","false","56915","58.14705882","34","0","0","0.82750023","false","0","56915","1353130","0.04681532"
"315738","3.19507803","4.4405E-4","0.3129814","0.03003003","37","9","false","1762","42.27027027","37","0","0","0.83114784","false","0","1762","1425054","0.03441827"
"315739","3.30627251","1.9652E-4","0.30245541","0.80827068","57","10","false","4698","66.71929825","57","0","0","0.82259442","false","0","4698","832250","0.0748223"
"315741","3.05079532","2.6396E-4","0.32778338","0.04435484","32","9","false","80028","143.1875","32","0","0","0.84224651","false","0","80028","2329682","0.06014474"
"315743","3.28271309","1.2182E-4","0.30462607","0.09047619","23","9","false","4488","62.76190476","22","0","0","0.82440669","false","1","4488","422308","0.06404445"
"315746","3.48131753","4.957E-5","0.28724757","0.04761905","7","9","false","2052","95.57142857","7","0","0","0.80912942","false","0","2052","178072","0.15056689"
"315748","3.6265006","3.748E-4","0.27574792","0.03676471","19","9","false","1803","19.70588235","18","0","0","0.79796149","false","1","1803","1599962","0.07120743"
"315749","3.07765606","4.3675E-4","0.3249226","0.13613445","37","8","false","7852","91.94285714","36","0","0","0.8401803","false","1","7852","1931944","0.04873682"
"315752","3.47711585","2.62E-6","0.28759467","0.0","3","10","false","56937","143.0","3","0","0","0.80945263","false","0","56937","13510","0.34382567"
"315755","3.60691777","8.77E-6","0.27724502","0.0","4","9","false","339231","98.25","4","0","0","0.79946786","false","0","339231","26834","0.25194301"
"315757","3.52048319","1.6227E-4","0.28405192","0.0","7","10","false","55906","57.28571429","7","0","0","0.80611668","false","0","55906","499204","0.15130568"
"315759","3.70348139","1.087E-5","0.27001621","0.86666667","15","9","false","55268","36.73333333","15","0","0","0.79203989","false","0","55268","40046","0.21317829"
"315760","3.78038715","1.7365E-4","0.26452317","0.0","8","10","false","9947","28.0","8","0","0","0.78612407","false","0","9947","594818","0.125"
"315764","3.2304922","9.482E-5","0.30955035","0.17948718","13","10","false","55662","120.23076923","13","0","0","0.82842368","false","0","55662","370924","0.10254215"
"315766","3.54014106","2.97E-5","0.28247462","0.06060606","14","9","false","1437","35.83333333","13","0","0","0.80460453","false","1","1437","83044","0.09322779"
"315768","3.76485594","9.58E-6","0.26561441","0.0","8","9","false","29116","27.5","7","0","0","0.78731877","false","1","29116","26406","0.17207792"
"315769","3.04936975","8.1414E-4","0.32793662","0.04081633","50","9","false","81628","63.54","50","0","0","0.84235617","false","0","81628","2896778","0.03175879"
"315772","2.90606242","0.0011742","0.34410823","0.06022409","87","9","false","6722","73.55294118","86","0","0","0.85337981","false","1","6722","4752506","0.02438119"
"315774","3.25015006","1.3392E-4","0.3076781","0.07359307","24","9","false","3673","56.31818182","23","0","0","0.82691153","false","1","3673","489442","0.05791107"
"315776","3.50735294","1.102E-5","0.2851153","0.04761905","7","10","false","114792","89.42857143","7","0","0","0.8071267","false","0","114792","49734","0.16865834"
"315777","3.50720288","1.2484E-4","0.2851275","0.0952381","7","10","false","26206","78.14285714","7","0","0","0.80713824","false","0","26206","466176","0.15121136"
"315779","3.51463085","5.769E-5","0.2845249","0.4258312","69","10","false","4519","43.07246377","69","0","0","0.80656686","false","0","4519","680788","0.15273923"
"315780","3.23154262","2.7974E-4","0.30944973","0.78039927","58","9","false","4719","72.79310345","58","0","0","0.82834288","false","0","4719","1225592","0.06080614"
"315784","3.8297569","2.21E-5","0.26111318","0.0","4","10","false","23498","23.25","4","0","0","0.78232639","false","0","23498","60992","0.25284091"
"315785","3.05357143","7.7932E-4","0.32748538","0.10080645","34","9","false","2571","110.96875","33","0","0","0.84203297","false","1","2571","3302376","0.05334155"
"315789","3.51530612","4.64E-6","0.28447025","0.11111111","10","9","false","6046","69.2","10","0","0","0.80651491","false","0","6046","21338","0.15232816"
"315790","2.92917167","5.9075E-4","0.34139344","0.12520813","78","9","false","8361","95.47435897","78","0","0","0.85160218","false","0","8361","3519280","0.03159507"
"315792","3.09041116","4.6271E-4","0.32358154","0.02073171","43","9","false","1173","61.2195122","42","0","0","0.83919914","false","1","1173","1623202","0.03254213"
"315793","3.27003301","5.409E-5","0.30580731","0.06410256","13","9","false","27156","131.15384615","13","0","0","0.82538208","false","0","27156","326718","0.10893693"
"315796","3.24437275","1.8909E-4","0.30822599","0.05714286","15","9","false","59343","103.8","15","0","0","0.82735594","false","0","59343","662194","0.08281208"
"315799","3.1912515","9.49E-5","0.31335669","0.06190476","23","9","false","4192","91.76190476","22","0","0","0.83144219","false","1","4192","399614","0.07256236"
"315800","3.22764106","3.565E-5","0.30982379","0.12418301","20","9","false","5803","92.22222222","19","0","0","0.828643","false","1","5803","171582","0.07894988"
"315804","3.61682173","5.711E-5","0.27648584","0.06666667","8","10","false","3351","87.66666667","7","0","0","0.79870602","false","1","3351","248604","0.18913043"
"315805","4.09303721","4.0E-7","0.24431735","0.5","6","10","false","3352","10.75","5","0","0","0.76207406","false","1","3352","2514","0.3359375"
"315809","2.94357743","6.2625E-4","0.33972268","0.08417997","55","9","false","2017","106.03773585","54","0","0","0.85049404","false","1","2017","2621150","0.03556683"
"315811","3.1882503","8.335E-5","0.31365166","0.10114943","32","9","false","3398","79.4","31","0","0","0.83167305","false","1","3398","459858","0.05630631"
"315812","3.24797419","6.398E-5","0.30788422","0.01904762","15","9","false","7849","91.46666667","15","0","0","0.82707891","false","0","7849","246974","0.08657761"
"315814","2.99879952","7.3616E-4","0.33346677","0.02888673","81","9","false","23641","55.55696203","80","0","0","0.84624619","false","1","23641","3643190","0.02460602"
"315815","3.39413265","5.753E-5","0.29462608","0.0877193","21","10","false","54906","59.73684211","20","0","0","0.81583595","false","1","54906","221846","0.06877437"
"315817","3.75690276","1.8E-7","0.26617671","0.0","2","9","false","64419","78.0","2","0","0","0.78793056","false","0","64419","862","0.5"
"315820","2.9729892","3.6381E-4","0.3363618","0.54955125","148","9","false","6732","182.97945205","147","0","0","0.8482316","false","1","6732","3043088","0.07407243"
"315822","3.34461285","2.49E-5","0.29898827","0.0","6","9","false","378","154.66666667","6","0","0","0.81964517","false","0","378","107812","0.18078431"
"315824","3.46308523","2.678E-5","0.28875986","0.06666667","6","10","false","23386","142.33333333","6","0","0","0.81053191","false","0","23386","129382","0.21335341"
"315828","3.14045618","1.5379E-4","0.31842508","0.31746032","30","9","false","2639","84.10714286","29","0","0","0.83534952","false","1","2639","840874","0.05166286"
"315829","3.35669268","1.2997E-4","0.29791229","0.32679739","18","9","false","8050","51.27777778","18","0","0","0.81871595","false","0","8050","391704","0.07116365"
"315831","3.12064826","7.399E-5","0.32044624","0.16330645","32","9","false","1874","97.3125","32","0","0","0.83687321","false","0","1874","399910","0.05453844"
"315834","3.2267407","1.5688E-4","0.30991025","0.06666667","15","9","false","56891","105.0","15","0","0","0.82871225","false","0","56891","683886","0.09099884"
"315837","3.05244598","3.2994E-4","0.32760613","0.04374057","52","9","false","2146","71.46153846","52","0","0","0.84211954","false","0","2146","1409610","0.03393395"
"315838","3.47306423","8.49E-5","0.28793018","0.08333333","9","9","false","6611","64.11111111","9","0","0","0.80976429","false","0","6611","309528","0.12196679"
"315841","3.08763505","6.52E-5","0.32387247","0.08300395","23","9","false","6294","126.95652174","23","0","0","0.83941269","false","0","6294","335190","0.06539705"
"315843","3.06902761","1.14E-4","0.3258361","0.54585569","132","9","false","6635","148.38461538","131","0","0","0.84084403","false","1","6635","1196204","0.08033401"
"315845","3.17436975","3.3483E-4","0.31502316","0.18383838","45","9","false","55723","65.26666667","45","0","0","0.83274079","false","0","55723","1512998","0.04800591"
"315848","3.24812425","2.388E-5","0.30787","0.72348485","35","9","false","8890","125.90909091","34","0","0","0.82706737","false","1","8890","127964","0.11855847"
"315850","2.94440276","6.9499E-4","0.33962745","0.07518797","59","9","false","2475","85.8245614","58","0","0","0.85043056","false","1","2475","2741022","0.0305734"
"315852","3.42451981","1.548E-5","0.29201174","0.0","9","9","false","10069","113.11111111","9","0","0","0.81349848","false","0","10069","104074","0.13330691"
"315853","3.0022509","3.9738E-4","0.33308342","0.05731523","52","9","false","10912","82.88461538","52","0","0","0.8459807","false","0","10912","1768484","0.03474154"
"315857","2.98281813","2.3297E-4","0.33525343","0.53287129","103","9","false","4173","159.92079208","102","0","0","0.84747553","false","1","4173","1859744","0.06037025"
"315859","3.39195678","5.502E-5","0.29481508","0.88316772","82","9","false","64965","85.31707317","82","0","0","0.81600332","false","0","64965","207022","0.1447886"
"315862","3.78766507","3.39E-6","0.2640149","0.0","2","10","false","81502","93.5","2","0","0","0.78556423","false","0","81502","7312","0.5"
"315863","2.84701381","0.00319183","0.35124522","0.01401972","166","9","false","84445","49.09638554","166","0","0","0.85792201","false","0","84445","15266134","0.01392954"
"315866","3.5384904","4.672E-5","0.28260639","0.21052632","19","9","false","1345","75.31578947","19","0","0","0.80473151","false","0","1345","300906","0.12617402"
"315869","3.14878451","1.4719E-4","0.31758286","0.05333333","25","8","false","1523","86.8","25","0","0","0.83470888","false","0","1523","576680","0.05662951"
"315871","3.39585834","0.0","0.29447636","0.0","1","9","false","64762","870.0","1","0","0","0.8157032","false","0","64762","0","0.0"
"315873","3.07112845","3.9658E-4","0.32561321","0.07635468","31","9","false","4287","108.68965517","30","0","0","0.84068243","false","1","4287","1660554","0.05804998"
"315875","3.37319928","5.28E-6","0.29645447","0.27777778","9","9","false","6887","89.55555556","9","0","0","0.81744621","false","0","6887","34668","0.13487282"
"315881","3.31340036","1.7908E-4","0.30180476","0.04166667","16","9","false","158297","65.0625","16","0","0","0.82204613","false","0","158297","636628","0.07520444"
"315882","3.31234994","3.562E-5","0.30190047","0.04395604","14","10","false","29948","91.85714286","14","0","0","0.82212693","false","0","29948","185772","0.09871676"
"315884","3.12545018","0.0013528","0.31995391","0.00834065","68","9","false","148581","36.11764706","68","0","0","0.83650383","false","0","148581","5147372","0.02351572"
"315888","3.19282713","6.5936E-4","0.31320205","0.03607771","47","9","false","9958","56.61702128","47","0","0","0.83132099","false","0","9958","2719236","0.04008766"
"315892","3.06647659","4.4744E-4","0.32610717","0.10960961","37","9","false","10617","87.37837838","37","0","0","0.84104026","false","0","10617","1752964","0.04312283"
"315894","3.05207083","3.358E-4","0.32764639","0.0461039","58","9","false","4591","62.21428571","57","0","0","0.8421484","false","1","4591","1456798","0.02975904"
"315895","3.19185174","1.165E-4","0.31329776","0.04678363","19","9","false","54840","78.52631579","19","0","0","0.83139602","false","0","54840","416298","0.06281013"
"315897","3.60961885","4.7E-7","0.27703756","0.0","2","9","false","51078","148.5","2","0","0","0.79926009","false","0","51078","2424","0.50513699"
"315899","3.37687575","1.046E-5","0.29613171","0.65441176","17","9","false","64682","57.64705882","17","0","0","0.8171634","false","0","64682","66946","0.08342556"
"315900","3.09566327","9.515E-4","0.32303255","0.08127721","55","9","false","8697","54.13207547","54","0","0","0.83879513","false","1","8697","3101506","0.02839145"
"315903","3.36231993","1.5257E-4","0.2974137","0.1","5","9","false","3581","148.4","5","0","0","0.81828308","false","0","3581","483642","0.21084165"
"315906","3.24512305","5.008E-5","0.30815472","0.18181818","13","9","false","5794","137.90909091","12","0","0","0.82729823","false","1","5794","269510","0.12083965"
"315909","3.50705282","7.4E-7","0.2851397","0.0","2","9","false","10314","258.0","2","0","0","0.80714978","false","0","10314","4138","0.50293542"
"315912","3.08973589","3.903E-5","0.32365226","0.61333333","27","9","false","29102","181.88","26","0","0","0.83925109","false","1","29102","276058","0.09258656"
"315914","3.61344538","1.92E-6","0.27674419","0.3","5","10","false","909","58.6","5","0","0","0.79896574","false","0","909","5868","0.24765957"
"315916","3.81985294","9.8E-7","0.26179018","0.0","3","10","false","339047","49.33333333","3","0","0","0.78308824","false","0","339047","3820","0.34037559"
"315918","3.66566627","6.9E-7","0.2728017","0.33333333","3","10","false","84536","122.66666667","3","0","0","0.79494875","false","0","84536","5530","0.37757202"
"315922","3.32037815","3.514E-5","0.30117052","0.08974359","13","9","false","8649","80.30769231","13","0","0","0.82150937","false","0","8649","155904","0.10740203"
"315924","3.20798319","2.0985E-4","0.31172233","0.07246377","26","9","false","54458","75.54166667","25","0","0","0.83015514","false","1","54458","670260","0.05948617"
"315926","3.86712185","1.75E-6","0.25859025","0.0","2","10","false","10328","76.5","2","0","0","0.77945217","false","0","10328","3736","0.5"
"315927","3.47719088","1.8268E-4","0.28758847","0.0","9","9","false","9694","67.22222222","9","0","0","0.80944686","false","0","9694","694636","0.11910472"
"315929","3.11412065","4.3913E-4","0.32111794","0.68980832","93","9","false","65080","91.44086022","93","0","0","0.83737533","false","0","65080","1970824","0.05699663"
"315931","3.07442977","3.0878E-4","0.32526357","0.20408163","51","9","false","6780","148.36734694","50","0","0","0.84042848","false","1","6780","1761292","0.07868469"
"315935","3.52618547","3.425E-5","0.28359257","0.0","9","10","false","57097","69.33333333","9","0","0","0.80567804","false","0","57097","103068","0.12424242"
"315937","3.48491897","0.0","0.28695072","1.0","77","10","false","29074","87.83116883","77","0","0","0.80885239","false","0","29074","0","0.22520813"
"315938","3.38377851","7.743E-5","0.29552762","0.9503408","79","10","false","51264","90.10126582","79","0","0","0.81663242","false","0","51264","223668","0.12494953"
"315940","3.40471188","1.051E-5","0.29371061","0.03571429","8","9","false","84232","101.375","8","0","0","0.81502216","false","0","84232","47990","0.16940236"
"315943","3.01102941","2.0275E-4","0.33211233","0.14781297","52","9","false","7528","98.53846154","52","0","0","0.84530543","false","0","7528","1021808","0.04226642"
"315945","2.77813625","0.00107826","0.35995355","0.13803277","181","9","false","4791","121.60335196","180","0","0","0.86322029","false","1","4791","8492930","0.0297305"
"315947","2.89165666","7.3237E-4","0.34582252","0.04262575","69","9","false","1785","82.79710145","69","0","0","0.85448795","false","0","1785","3061092","0.026345"
"315948","3.48994598","1.15E-6","0.28653739","0.2","5","10","false","54469","95.8","5","0","0","0.80846569","false","0","54469","6922","0.21880734"
"315951","3.43142257","1.296E-5","0.29142432","0.04761905","7","9","false","8338","89.71428571","7","0","0","0.81296749","false","0","8338","52190","0.1615245"
"315952","3.83936074","9.0E-8","0.26046003","0.0","2","10","false","9085","49.5","2","0","0","0.78158764","false","0","9085","1180","0.51052632"
"315955","3.42917167","1.647E-4","0.29161561","0.0","8","10","false","80108","123.25","8","0","0","0.81314064","false","0","80108","787418","0.1623506"
"315957","3.48154262","3.25E-6","0.287229","0.2","5","9","false","285527","159.0","5","0","0","0.80911211","false","0","285527","10924","0.24287902"
"315960","3.10376651","9.837E-5","0.32218918","0.125","18","9","false","10298","196.25","17","0","0","0.83817181","false","1","10298","507778","0.09998088"
"315961","3.26448079","1.313E-5","0.30632743","0.51648352","14","10","false","54815","143.21428571","14","0","0","0.82580917","false","0","54815","113180","0.12165938"
"315963","3.49077131","7.61E-6","0.28646964","0.19444444","9","9","false","10564","56.0","9","0","0","0.80840221","false","0","10564","34256","0.12125604"
"315966","3.34063625","5.31E-5","0.29934417","0.01282051","13","10","false","57862","105.07692308","13","0","0","0.81995106","false","0","57862","273346","0.10485993"
"315970","3.87987695","1.5012E-4","0.25774013","0.0","3","10","false","51101","21.33333333","3","0","0","0.778471","false","0","51101","426508","0.33333333"
"315976","3.33658463","9.196E-5","0.29970767","0.41666667","9","9","false","6340","94.66666667","9","0","0","0.82026272","false","0","6340","425232","0.12864701"
"315980","2.88978091","5.1937E-4","0.34604699","0.13369467","84","9","false","7421","98.7804878","83","0","0","0.85463224","false","1","7421","2981530","0.031191"
"315984","3.46060924","1.5595E-4","0.28896646","0.0","8","10","false","80021","63.5","8","0","0","0.81072237","false","0","80021","574434","0.13646288"
"315988","4.58786014","0.0","0.21796654","0.0","1","11","false","10930","8.0","1","0","0","0.72401076","false","0","10930","0","0.0"
"315990","3.03976591","5.3489E-4","0.3289727","0.04646465","57","9","false","55165","68.01818182","56","0","0","0.84309493","false","1","55165","2210344","0.03304656"
"315993","3.02235894","6.529E-5","0.33086738","0.66190476","36","9","false","10294","171.61111111","36","0","0","0.84443393","false","0","10294","477142","0.07372392"
"315996","2.81962785","0.00156245","0.35465673","0.09339306","97","9","false","3838","100.4","96","0","0","0.86002863","false","1","3838","7027134","0.02581957"
"315998","3.39188175","6.25E-6","0.2948216","0.74285714","21","9","false","56655","58.19047619","21","0","0","0.8160091","false","0","56655","27256","0.09221466"
"316000","3.44972989","5.23E-6","0.28987777","0.67267267","37","9","false","257068","40.7027027","37","0","0","0.81155924","false","0","257068","63510","0.0866015"
"316001","3.12980192","1.4579E-4","0.31950904","0.31578947","38","9","false","3636","88.07894737","38","0","0","0.83616908","false","0","3636","687568","0.05635488"
"316004","3.14585834","5.732E-5","0.31787827","0.04395604","14","9","false","5863","141.85714286","14","0","0","0.83493397","false","0","5863","320310","0.08485628"
"316006","3.82292917","9.89E-6","0.26157953","0.08333333","9","8","false","1289","20.44444444","9","0","0","0.7828516","false","0","1289","28210","0.14084507"
"316007","3.30469688","5.2545E-4","0.30259961","0.07816092","30","8","false","1634","38.73333333","30","0","0","0.82271562","false","0","1634","1773052","0.04753086"
"316014","3.32608043","2.424E-5","0.30065418","0.03636364","11","10","false","51194","119.09090909","11","0","0","0.82107074","false","0","51194","126504","0.11411806"
"316016","3.31977791","6.343E-5","0.30122497","0.3956044","16","8","false","57410","85.14285714","15","0","0","0.82155555","false","1","57410","274434","0.12692472"
"316018","2.9042617","0.00262997","0.34432159","0.01754386","96","9","false","55093","62.79166667","96","0","0","0.85351833","false","0","55093","9797398","0.01974222"
"316021","2.99909964","4.2479E-4","0.3334334","0.03211517","43","9","false","63898","109.06976744","43","0","0","0.8462231","false","0","63898","2320892","0.0403694"
"316023","3.13572929","2.6149E-4","0.31890508","0.08602151","31","9","false","3659","78.74193548","31","0","0","0.83571313","false","0","3659","1057398","0.05190732"
"316025","3.42669568","1.005E-5","0.29182632","0.42647059","17","10","false","4298","63.58823529","17","0","0","0.8133311","false","0","4298","57314","0.13853646"
"316026","3.63287815","3.13E-6","0.27526384","0.19047619","9","10","false","8028","38.0","8","0","0","0.79747091","false","1","8028","10794","0.1598063"
"316029","3.41461585","1.583E-4","0.29285871","0.61578947","20","9","false","10978","87.35","20","0","0","0.81426032","false","0","10978","739030","0.13691223"
"316031","3.4127401","2.431E-5","0.29301968","0.13333333","12","8","false","3683","54.7","11","0","0","0.81440461","false","1","3683","92626","0.10858283"
"316032","2.93787515","8.4131E-4","0.34038206","0.10632911","82","9","false","5788","90.4","81","0","0","0.85093268","false","1","5788","4115006","0.03239595"
"316034","3.05634754","2.415E-5","0.32718792","0.96262354","106","9","false","55003","208.68867925","106","0","0","0.84181942","false","0","55003","169380","0.11262206"
"316036","3.65493697","1.4219E-4","0.27360253","0.23391813","19","9","false","1374","18.21052632","19","0","0","0.79577408","false","0","1374","575474","0.08471178"
"316040","3.31557623","2.7367E-4","0.3016067","0.03809524","17","9","false","4867","58.66666667","16","0","0","0.82187875","false","1","4867","1039340","0.08307105"
"316041","2.99107143","5.0342E-4","0.33432836","0.23501006","73","9","false","80306","81.53521127","72","0","0","0.84684066","false","1","80306","2214998","0.03274662"
"316045","3.28338836","2.045E-5","0.30456342","0.21428571","10","9","false","57591","173.0","9","0","0","0.82435474","false","1","57591","92106","0.17457114"
"316048","3.50817827","4.6E-6","0.28504823","0.16666667","4","9","false","64374","118.75","4","0","0","0.80706321","false","0","64374","21200","0.25818777"
"316050","3.22283914","8.44E-6","0.31028542","0.95573622","82","10","false","6167","195.08536585","82","0","0","0.82901237","false","0","6167","52846","0.20600355"
"316052","3.2055072","4.387E-5","0.31196311","0.24210526","22","9","false","3832","101.3","21","0","0","0.8303456","false","1","3832","203188","0.07766692"
"316055","3.28458884","1.805E-5","0.30445211","0.10909091","11","9","false","2167","98.36363636","11","0","0","0.8242624","false","0","2167","87472","0.11432507"
"316056","3.18397359","1.4272E-4","0.31407296","0.03676471","19","9","false","26578","93.82352941","18","0","0","0.83200203","false","1","26578","492380","0.07091056"
"316059","3.41964286","1.334E-5","0.2924282","0.34545455","11","9","false","8508","69.36363636","11","0","0","0.81387363","false","0","8508","56064","0.12601424"
"316060","2.85646759","0.00141146","0.35008274","0.0525414","105","8","false","999","72.55339806","104","0","0","0.8571948","false","1","999","6460284","0.02131242"
"316064","3.46533613","5.9E-7","0.28857229","0.3","5","10","false","84186","89.6","5","0","0","0.81035876","false","0","84186","4540","0.22923077"
"316067","3.80919868","1.359E-5","0.26252241","0.0","4","10","false","2315","32.25","4","0","0","0.78390779","false","0","2315","40318","0.27654867"
"316069","3.46346038","1.502E-5","0.28872858","0.5047619","15","9","false","84967","101.6","15","0","0","0.81050305","false","0","84967","71110","0.191086"
"316072","4.82112845","0.0","0.20742032","0.0","3","11","false","6675","16.0","2","0","0","0.70606704","false","1","6675","0","0.0"
"316074","2.97486495","4.248E-4","0.33614971","0.06471631","48","9","false","5093","124.3125","48","0","0","0.84808731","false","0","5093","2112458","0.04644617"
"316076","3.13985594","1.7314E-4","0.31848595","0.12096774","34","9","false","997","77.25","33","0","0","0.8353957","false","1","997","770252","0.05319838"
"316087","3.48679472","2.1E-7","0.28679635","0.66666667","8","10","false","55775","108.5","7","0","0","0.8087081","false","1","55775","1796","0.22417355"
"316089","3.29066627","3.432E-5","0.30388983","0.54","25","9","false","54107","64.32","25","0","0","0.8237949","false","0","54107","154954","0.06991304"
"316094","3.27430972","7.561E-5","0.30540788","0.29249012","25","9","false","3015","71.13043478","24","0","0","0.8250531","false","1","3015","344548","0.07406735"
"316095","2.9894958","5.5285E-4","0.33450457","0.11529412","51","8","false","3839","102.31372549","51","0","0","0.84696186","false","0","3839","2479576","0.04088761"
"316097","4.03601441","1.02E-6","0.24776919","0.80555556","9","10","false","8972","15.77777778","9","0","0","0.76646043","false","0","8972","4214","0.30936819"
"316099","3.41671669","4.7852E-4","0.29267864","0.05204873","45","7","false","2147","19.18604651","44","0","0","0.81409872","false","1","2147","1641702","0.03633442"
"316100","3.29929472","1.8866E-4","0.30309508","0.05494505","16","8","false","2162","82.42857143","15","0","0","0.82313118","false","1","2162","752018","0.09627329"
"316102","3.56317527","9.0E-7","0.28064856","0.0","3","9","false","57578","121.33333333","3","0","0","0.80283267","false","0","57578","5746","0.33992467"
"316105","2.74197179","0.00377466","0.36470105","0.04179104","137","8","false","10524","81.31111111","136","0","0","0.86600217","false","1","10524","15608568","0.01756293"
"316106","2.97231393","0.00189011","0.33643822","0.03154305","71","8","false","4035","58.66666667","70","0","0","0.84828354","false","1","4035","6268502","0.02409084"
"316109","3.45970888","1.3906E-4","0.28904166","0.15384615","13","9","false","2339","50.46153846","13","0","0","0.81079162","false","0","2339","589902","0.09278935"
"316110","3.18142257","3.8836E-4","0.3143248","0.02272727","35","8","false","5911","53.24242424","34","0","0","0.83219826","false","1","5911","1300394","0.03981571"
"316113","3.13340336","1.4653E-4","0.3191418","0.14461538","26","9","false","23476","103.11538462","26","0","0","0.83589205","false","0","23476","575818","0.06305711"
"316114","2.99579832","2.4638E-4","0.33380084","0.39216832","59","9","false","9282","97.25423729","59","0","0","0.84647705","false","0","9282","1477320","0.03936954"
"316117","3.15208583","5.961E-5","0.31725024","0.27941176","17","9","false","91768","148.82352941","17","0","0","0.83445494","false","0","91768","266692","0.09072964"
"316120","3.27663565","1.5235E-4","0.30519109","0.16883117","24","9","false","973","69.77272727","23","0","0","0.82487418","false","1","973","512774","0.06942808"
"316121","3.37034814","2.634E-5","0.29670525","0.45054945","14","9","false","974","101.21428571","14","0","0","0.81766553","false","0","974","101974","0.11612268"
"316126","3.58133253","0.0","0.27922568","1.0","9","10","false","7044","70.77777778","9","0","0","0.80143596","false","0","7044","0","0.30907327"
"316128","3.8335084","1.5022E-4","0.26085765","0.74545455","11","10","false","23464","23.63636364","11","0","0","0.78203782","false","0","23464","501202","0.21404959"
"316130","3.62297419","0.0","0.27601632","0.0","1","10","false","23408","290.0","1","0","0","0.79823275","false","0","23408","0","0.0"
"316133","3.09633854","9.3598E-4","0.3229621","0.01509872","44","8","false","2261","65.57142857","43","0","0","0.83874319","false","1","2261","3419448","0.03556425"
"316135","3.99234694","1.1269E-4","0.25047923","0.06666667","6","10","false","6750","10.66666667","6","0","0","0.76981947","false","0","6750","537526","0.19230769"
"316136","3.59041116","1.2387E-4","0.27851963","0.07142857","8","10","false","6752","59.375","8","0","0","0.8007376","false","0","6752","414088","0.14724311"
"316138","3.84716387","5.25E-6","0.25993174","0.33333333","3","10","false","55164","50.0","3","0","0","0.78098739","false","0","55164","8614","0.3547619"
"316139","3.17129352","0.00198794","0.31532874","0.01639344","63","9","false","64395","29.16393443","62","0","0","0.83297742","false","1","64395","6437792","0.02347886"
"316141","3.18059724","5.6391E-4","0.31440636","0.02125604","48","9","false","79618","53.43478261","47","0","0","0.83226175","false","1","79618","2541756","0.03848221"
"316145","3.50930372","1.1969E-4","0.28495681","0.48888889","10","9","false","10466","50.2","10","0","0","0.80697664","false","0","10466","442990","0.11235955"
"316146","4.19072629","0.0","0.23862212","1.0","7","10","false","57511","9.85714286","7","0","0","0.75455952","false","0","57511","0","0.37912088"
"316148","3.64863445","1.1E-7","0.27407514","0.0","2","10","false","23135","154.5","2","0","0","0.79625889","false","0","23135","2030","0.56433824"
"316149","2.80904862","0.00452152","0.35599241","0.01560251","163","9","false","7083","55.52147239","163","0","0","0.86084241","false","0","7083","19192540","0.01462604"
"316151","3.01965786","1.6769E-4","0.33116335","0.08300395","25","9","false","5077","159.30434783","24","0","0","0.8446417","false","1","5077","792754","0.06928874"
"316153","2.91994298","5.2065E-4","0.34247244","0.13326282","64","9","false","10499","108.12903226","63","0","0","0.85231208","false","1","10499","2500304","0.03658244"
