000.02	211.3	1	172543	1	75.5696724874379	5.61278881049656	1017.45773672774	0.00239143561096469	0.993358676072678
000.02	276.1	1	1079458	1	12.0792267971519	0.897166494718157	162.631708691784	0.000921790654103199	0.957712062379646
000.02	276.5	1	1533833	1	8.5009371945968	0.63139461438055	114.454465623496	0.000758464640381261	0.939343034268621
000.02	280.0	1	446307	1	29.2153562458129	2.16992315932662	393.348970400699	0.00147102598102818	0.982735601015202
000.02	284.8	1	75855	1	171.893981939226	12.766964857021	2314.37474433665	0.00362026997821671	0.997080415085233
000.02	285.1	1	1033912	1	12.6113421645169	0.93668851766572	169.795986809866	0.000943667038500795	0.959533953583484
000.02	288.0	1	94304	1	138.265799966067	10.2693561901058	1861.5998010348	0.00324458194337126	0.996371931602184
000.02	303.90	1	87558	1	148.918636789328	11.0605580024697	2005.03088345452	0.00336813136835445	0.996631114966659
000.02	401.9	1	4163381	1	3.1318339589867	0.232612488258017	42.1661967511508	0.00040434703441289	0.825044306009884
000.02	425.4	1	307344	1	42.4248334114217	3.1510314827225	571.199145376928	0.00178241143424955	0.988142561973269
000.02	426.0	1	134530	1	96.9227532892292	7.19873156911362	1304.95490976079	0.00271230417320687	0.994824179734066
000.02	426.10	1	14275	1	913.416322241681	67.8365342486873	12299.1156163563	0.00836515701461408	0.999417444423024
000.02	427.5	1	103805	1	125.610693126535	9.32944066328125	1691.21030908399	0.00309140019570504	0.996006695506384
000.02	428.0	1	2343516	1	5.56386984343183	0.41324837515486	74.9105126500487	0.00059162184214846	0.905686827972125
000.02	456.1	1	6422	1	2030.36717533479	150.772142691256	27341.8603270671	0.0124754979723373	0.999675855450446
000.02	456.20	1	9940	1	1311.77243460765	97.417310740682	17663.6668279314	0.0100263122107795	0.99956847469782
000.02	486	1	1212287	1	10.7557187365698	0.798865019461142	144.812305861423	0.000864982278073334	0.952378840468592
000.02	496	1	1878976	1	6.93942764569638	0.515415868181187	93.4306819458006	0.000674916230538862	0.925146172743882
000.02	507.0	1	199730	1	65.2832223501727	4.84878792837843	878.961749487648	0.00222037533107869	0.992309023731312
000.02	530.1	1	425051	1	30.6763611895984	2.27843659796553	413.019671767465	0.00150863055116267	0.983564605690479
000.02	532.90	1	53085	1	245.625280210982	18.2430253416026	3307.1147547627	0.00433139950228673	0.997952902922546
000.02	535.0	1	55906	1	233.231102207277	17.3225091572941	3140.23485529035	0.00422024599042986	0.997844976127673
000.02	535.51	1	32460	1	401.69494762785	29.8341322094779	5408.53106826681	0.00554350581517822	0.998739113744288
000.02	553.1	1	39459	1	330.444714767227	24.542507686119	4449.16676462335	0.00502653656965083	0.998473088502668
000.02	558.9	1	379532	1	34.3555167943678	2.55169893226414	462.555170315801	0.00159941590751061	0.985337523468039
000.02	571.2	1	37843	1	344.555611341596	25.5905041450957	4639.16492750036	0.00513305712386261	0.998534607270179
